"Ch1_Raw","Ch2_Raw","Ch3_Raw","Ch4_Raw","Ch5_Raw","Ch1_Cal","Ch2_Cal","Ch3_Cal","Ch4_Cal","Ch5_Cal"
67,2179,2721,3580,3196,-20,-247,-269,-425,-312
63,2181,2728,3576,3199
64,2179,2717,3580,3204
63,2179,2723,3577,3204
63,2179,2723,3587,3208
59,2182,2728,3592,3203
69,2172,2720,3618,3203
58,2131,2717,3580,3215
62,2170,2711,3603,3206
64,2153,2710,3579,3209
65,2166,2711,3601,3203
79,2173,2703,3646,3207
67,2203,2707,3689,3224
51,2164,2695,3568,3209
52,2159,2732,3584,3202
75,2134,2704,3587,3213
55,2175,2719,3571,3217
63,2188,2716,3518,3207
60,2167,2715,3593,3215
61,2171,2715,3597,3224
54,2164,2706,3559,3219
57,2188,2702,3595,3210
75,2166,2738,3579,3235
56,2164,2732,3616,3262
78,2171,2706,3547,3243
47,2174,2722,3603,3201
55,2188,2732,3616,3222
56,2187,2729,3602,3234
59,2210,2722,3611,3243
57,2188,2740,3616,3255
61,2217,2767,3612,3247
63,2233,2769,3636,3246
59,2254,2778,3595,3251
60,2261,2788,3654,3256
74,2281,2809,3629,3268
55,2294,2838,3643,3251
66,2329,2829,3662,3270
51,2329,2843,3689,3268
59,2356,2834,3690,3315
71,2349,2844,3692,3268
60,2390,2874,3679,3273
59,2364,2868,3700,3294
60,2395,2893,3704,3288
57,2388,2902,3707,3267
59,2396,2906,3718,3312
65,2383,2925,3726,3310
55,2404,2884,3735,3314
79,2404,2918,3730,3315
61,2417,2921,3724,3318
50,2403,2932,3719,3319
58,2404,2908,3736,3300
51,2415,2925,3727,3324
56,2378,2928,3730,3319
61,2392,2932,3726,3346
60,2411,2921,3705,3332
63,2391,2923,3734,3331
62,2396,2912,3746,3330
63,2393,2920,3764,3332
78,2386,2867,3753,3347
73,2388,2919,3760,3353
51,2380,2916,3756,3362
75,2379,2921,3741,3356
51,2402,2931,3729,3373
52,2388,2918,3751,3363
56,2385,2920,3726,3382
66,2377,2905,3757,3396
52,2398,2931,3761,3369
65,2388,2930,3771,3369
60,2381,2925,3776,3374
52,2371,2905,3777,3380
60,2404,2887,3795,3409
55,2366,2914,3771,3387
53,2386,2928,3817,3393
54,2348,2916,3774,3394
48,2330,2919,3771,3395
56,2369,2927,3758,3399
57,2363,2921,3761,3400
63,2364,2911,3801,3387
66,2387,2907,3769,3404
62,2358,2914,3783,3411
63,2361,2920,3793,3405
58,2342,2924,3770,3403
65,2347,2929,3769,3392
70,2348,2918,3779,3432
61,2353,2920,3776,3428
61,2342,2912,3779,3423
69,2329,2905,3788,3436
48,2372,2918,3842,3456
54,2335,2904,3784,3468
56,2326,2894,3783,3456
64,2333,2897,3756,3438
59,2350,2915,3793,3446
64,2360,2912,3808,3442
63,2354,2914,3794,3457
64,2324,2898,3795,3443
60,2335,2921,3832,3460
47,2380,2916,3814,3474
69,2392,2900,3814,3455
74,2403,2931,3817,3464
60,2397,2927,3820,3460
63,2363,2915,3805,3448
58,2400,2926,3814,3490
61,2371,2935,3787,3459
61,2372,2940,3834,3472
65,2369,2941,3822,3470
62,2402,2931,3847,3466
80,2372,2932,3814,3494
62,2359,2955,3835,3448
59,2340,2964,3840,3500
58,2402,2951,3817,3497
54,2368,2942,3814,3491
60,2409,2969,3848,3513
76,2406,2950,3842,3491
56,2344,2972,3814,3470
54,2379,2971,3839,3532
60,2374,2951,3843,3505
67,2380,2973,3846,3526
60,2367,2953,3837,3508
72,2395,2921,3832,3516
62,2404,2972,3854,3490
63,2387,2952,3868,3512
55,2364,2930,3891,3519
62,2292,2956,3852,3526
65,2320,2953,3849,3528
50,2403,2944,3857,3521
59,2424,2953,3789,3540
60,2363,2975,3761,3529
63,2348,2918,3862,3527
64,2373,2956,3862,3527
58,2413,2956,3862,3534
63,2376,2952,3862,3537
62,2378,2963,3871,3560
67,2380,2964,3878,3554
56,2366,2962,3879,3568
67,2374,2947,3889,3555
51,2372,2948,3894,3574
54,2363,2953,3869,3554
59,2366,2947,3888,3571
63,2396,2956,3878,3564
56,2371,2944,3883,3561
70,2380,2962,3888,3563
73,2368,2959,3876,3588
59,2386,2963,3891,3545
61,2388,2958,3910,3575
51,2393,2968,3892,3584
67,2395,2947,3951,3592
71,2396,2957,3900,3582
64,2388,2988,3886,3582
75,2371,2984,3872,3588
58,2364,2958,3894,3582
66,2368,2956,3886,3574
60,2363,2929,3905,3588
64,2374,2964,3902,3590
67,2380,2958,3902,3582
62,2329,2955,3897,3564
61,2354,2962,3910,3590
77,2377,2985,3924,3598
59,2378,2963,3913,3601
64,2349,2972,3916,3590
63,2379,2969,3913,3588
64,2374,2978,3911,3611
56,2376,2936,3876,3613
59,2371,2969,3897,3609
59,2370,2982,3907,3611
55,2380,2978,3923,3579
64,2382,2967,3922,3632
60,2376,2989,3908,3622
67,2379,2945,3977,3631
66,2400,2998,3931,3635
72,2372,2972,3938,3634
65,2413,3092,3936,3572
69,2391,2963,3945,3641
56,2382,2978,3947,3627
74,2377,2948,3892,3638
66,2382,2971,3945,3627
51,2388,2998,3938,3635
63,2388,2976,3940,3642
